ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Country,Country Code,Continent Code,Longitude,Latitude,Continent
1007,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Corporate Partner,checked,female,,,214.0,,Accra,Retail,,checked,Completed,,80.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1008,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1009,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Kigali,Health Care,,,,,72.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1010,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Lagos,Education,,,None,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1011,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Johannesburg,,,,,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1012,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Mesa,Education,,,Completed,,72.0%,United States of America,US,,-100.4458825,39.7837304,North America
1013,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,,,checked,Completed,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1014,RoomMaster,The Room staff,Free Trial,Mid-career Leader,AL Staff,checked,female,,,123.0,,,,,,,,64.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1015,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Cape Verde,CV,AF,-24.0083947,16.0000552,Africa
1016,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,London,,,,Completed,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1017,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,,male,,,214.0,,,,,,None,,64.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1018,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Lagos,,,,Completed,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1019,RoomMaster,The Room staff,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,,Education,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1020,RoomMaster,,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,61.0,,,,,,,,60.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1021,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1022,RoomMaster,Joined post-Sprint August,Free Trial,Mid-career Leader,Staff Nomination,checked,male,,,92.0,,,,,checked,,,68.0%,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1023,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,,30-40,214.0,,Houston,Consulting,,checked,Completed,,80.0%,United States of America,US,,-100.4458825,39.7837304,North America
1024,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Nairobi,Education,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1025,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,Austin,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1026,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,San Diego,,,,Completed,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1027,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Consulting,,,None,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1028,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,30-40,214.0,,New York City,,,,Completed,,72.0%,United States of America,US,,-100.4458825,39.7837304,North America
1029,RoomMaster,,Free Trial,Mid-career Leader,Corporate Partner,checked,male,,,61.0,,,,,,,,60.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1030,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,Education,,checked,Completed,,84.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1031,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1032,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,London,,,,None,,68.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1033,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Environmental,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1034,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Abuja,Computer,,,Completed,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1035,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Cape Verde,,,,None,,72.0%,Cape Verde,CV,AF,-24.0083947,16.0000552,Africa
1036,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1037,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Paris,,,checked,,,72.0%,France,FR,EU,1.8883335,46.603354,Europe
1038,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,30-40,214.0,,Saint Petersburg,Education,,,None,,80.0%,Russia,RU,EU,97.7453061,64.6863136,Europe
1039,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,31.0,,Saint-Germain-en-Laye,,,,,,64.0%,France,FR,EU,1.8883335,46.603354,Europe
1040,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,171.0,,Plainfield,,,,#REF!,,72.0%,American,CI,AF,-102.16763,31.9510266,Africa
1041,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Vevey,,,,Completed,,72.0%,Switzerland,CH,EU,8.444947437939408,46.813331250000005,Europe
1042,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,,Johannesburg,Consulting,,checked,Completed,,80.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1043,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,,,214.0,,,,,,None,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1044,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,,,,None,,68.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1045,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,50-60,366.0,,Los Angeles,,,,Completed,English; French; Spanish,76.0%,United States of America,US,,-100.4458825,39.7837304,North America
1046,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,30-40,214.0,,Dakar,Financial,,,Completed,,80.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1047,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Nairobi,Education,,,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1048,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Nairobi,Education,,,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1049,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Johannesburg,,,,,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1050,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,20-30,214.0,,Nairobi,,,checked,Completed,English; Swahili,84.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1051,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1052,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,50-60,214.0,,Seattle,,,,Completed,English; German,76.0%,United States of America,US,,-100.4458825,39.7837304,North America
1053,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,,,366.0,,San Francisco,,,,Completed,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1054,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,,20-30,214.0,,Lagos,Education,,,None,,80.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1055,RoomMaster,,Founding Member,Mid-career Leader,,checked,male,,,61.0,,Oxford,,Webinar,,,,64.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1056,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Nairobi,Education,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1057,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1058,RoomMaster,,Free Trial,Mid-career Leader,Corporate Partner,checked,female,,,61.0,,,,,,,,56.0%,United States of America,US,,-100.4458825,39.7837304,North America
1059,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1060,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Accra,,,,None,,72.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1061,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,31.0,,,,,,,,36.0%,Unknown,,,,,
1062,RoomMaster,Existing Room member,Free Trial,,ALN,checked,male,,,171.0,,Nakuru,,,,#REF!,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1063,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,40-50,214.0,,Kampala,,,checked,None,English; Swahili,84.0%,Uganda,UG,AF,32.2166578,1.5333554,Africa
1064,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1065,RoomMaster,,Free Trial,Mid-career Leader,Corporate Partner,checked,male,,,61.0,,Nairobi,,,,,,64.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1066,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,,,153.0,,,,,checked,,,64.0%,Namibia,,AF,17.3231107,-23.2335499,Africa
1067,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,Gaborone,,,,Completed,,72.0%,Botswana,BW,AF,24.5928742,-23.1681782,Africa
1068,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1069,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,40-50,184.0,,Nairobi;Kigali,,,checked,,English; French; Kinyarwanda; Swahili,60.0%,Kenya;Rwanda,,,,,
1070,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1071,RoomMaster,,Free Trial,Mid-career Leader,Corporate Partner,checked,female,,,61.0,,,,,,,,60.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1072,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1073,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1074,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Bethesda,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1075,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1076,RoomMaster,The Room staff,Staff Membership,Senior Leader,AL Staff,checked,male,,,214.0,,San Diego,Education,,,None,,72.0%,United States of America,US,,-100.4458825,39.7837304,North America
1077,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,,male,,,214.0,,Nairobi,Computer,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1078,RoomMaster,Existing Room member,Free Trial,Senior Leader,Investor,checked,male,,,214.0,,Cape Town,Financial,,,None,,76.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1079,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,,,,None,,68.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1080,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,,,,checked,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1081,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,153.0,,Addis Ababa,,,,,,68.0%,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
1082,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1083,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Corporate Partner,checked,female,,,153.0,,,Environmental,,,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1084,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,,,,checked,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1085,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Gaborone,,,,Completed,,68.0%,Botswana,BW,AF,24.5928742,-23.1681782,Africa
1086,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,214.0,,Lagos,Insurance,,,Completed,,76.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1087,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Los Angeles,,,,Completed,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1088,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,Nairobi,Education,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1089,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,,,214.0,checked,Johannesburg,,,checked,Completed,,80.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1090,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,,,214.0,,Kampala,,,,None,,72.0%,Uganda,UG,AF,32.2166578,1.5333554,Africa
1091,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,,male,,,214.0,,Brooklyn,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1092,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,171.0,,Nairobi,,,,#REF!,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1093,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Addis Ababa,,,,,,68.0%,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
1094,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,,,214.0,,,Education,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1095,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1096,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,,20-30,214.0,,San Francisco,Education,,,Completed,,76.0%,United States of America,US,,-100.4458825,39.7837304,North America
1097,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,London,,,,None,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1098,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,20-30,214.0,,Nairobi,,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1099,RoomMaster,Existing Room member,Free Trial,,ALN,checked,male,,,171.0,,Welkom,,,,Completed,,44.0%,Unknown,,,,,
1100,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,,,,,214.0,,Nairobi,,,,None,,64.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1101,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,30-40,153.0,,London,,,,,,72.0%,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1102,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,Conakry;Dakar,,,,None,,72.0%,Guinea,GN,AF,-10.7083587,10.7226226,Africa
1103,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1104,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1105,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,,female,,,214.0,,Accra,,,,Completed,,68.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1106,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1107,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,,,,Completed,,72.0%,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
1108,RoomMaster,Joined post-Sprint - June,Staff Membership,Senior Leader,AL Staff,checked,male,,,153.0,,,Education,,,,,68.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1109,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Pamplemousses,Education,,,None,,76.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1110,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Fontainebleau,Financial,,,None,,72.0%,France,FR,EU,1.8883335,46.603354,Europe
1111,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Chicago,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1112,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1113,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1114,RoomMaster,Existing Room member,Staff Membership,Senior Leader,AL Staff,checked,female,,50-60,214.0,,Munich,,,,Completed,,76.0%,Germany,DE,EU,10.4234469,51.0834196,Europe
1115,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Lagos,,,,None,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1116,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,School of Wildlife Conservation,checked,male,,,366.0,,Nairobi,,,checked,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1117,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1118,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,,,214.0,,Johannesburg,,,,None,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1119,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,,,checked,Completed,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1120,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,,,214.0,,,,,,None,,68.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1121,RoomMaster,The Room staff,Free Trial,Mid-career Leader,AL Staff,checked,female,,,123.0,,,Social Media,,,,,44.0%,Unknown,,,,,
1122,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Accra,,,,None,,72.0%,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1123,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,Staff Nomination,checked,female,,,184.0,,Phoenix,,,,,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1124,RoomMaster,Joined post-Sprint - May,Staff Membership,Young Leader,AL Staff,checked,female,,,184.0,,Port Louis,Education,,,,,72.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1125,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,female,,30-40,214.0,checked,Johannesburg,,,checked,Completed,,84.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1126,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,Staff Alumni,checked,male,,,153.0,,Johannesburg,,,,,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1127,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,,,214.0,,,,,,None,,68.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1128,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Lagos,,,,None,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1129,RoomMaster,Existing Room member,Premium Paying,Senior Leader,ALN,checked,female,,40-50,214.0,,Nairobi,,,checked,Completed,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1130,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,,,,,,Completed,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1131,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,San Diego,,,,None,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1132,RoomMaster,Existing Room member,Founding Member,Senior Leader,,,male,,,366.0,,Cape Town,,,,Completed,,64.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1133,RoomMaster,Joined post-Sprint - May,Staff Membership,Young Leader,AL Staff,checked,male,,,184.0,,Kigali,,,,,,68.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1134,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Middelburg,,,,None,,48.0%,Unknown,,,,,
1135,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,30-40,366.0,,Nairobi,,,checked,None,,80.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1136,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,,,,,Completed,,64.0%,United States of America,US,,-100.4458825,39.7837304,North America
1137,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,31.0,,,,,,,,36.0%,Unknown,,,,,
1138,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,,,366.0,,Boston,,,,None,,68.0%,United States of America,US,,-100.4458825,39.7837304,North America
1139,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Kigali,Education,,,None,,76.0%,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1140,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,,,,None,,68.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1141,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1142,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,checked,Lokoja,,,checked,None,,80.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1143,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,,,184.0,,Johannesburg,Financial,,,,,72.0%,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1144,RoomMaster,,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,,,61.0,,Lagos,,,checked,,,68.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1145,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Insurance,,,None,,76.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1146,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,,,366.0,,Lagos,,,,Completed,,72.0%,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1147,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,,,,Completed,,68.0%,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
1148,RoomMaster,,Free Trial,Mid-career Leader,Consultant,checked,male,,,61.0,checked,Berlin,,,,,,68.0%,Germany,DE,EU,10.4234469,51.0834196,Europe
1149,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,,,,None,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1150,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,,50-60,214.0,,Detroit,,,,Completed,English; German; Mandarin Chinese; Spanish,76.0%,United States of America,US,,-100.4458825,39.7837304,North America
1151,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,,,214.0,,,,,checked,Completed,,72.0%,Kenya,KE,AF,38.4313975,1.4419683,Africa
1152,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,,,,31.0,,,,,,,,32.0%,Unknown,,,,,
